Product,Module,Surface,Element,Feature Flag Key,Default: MW Internal,Default: Media Owner,Default: Media Agency,Default: Advertiser,Default: Reseller,Default: Business Partner,Dependency,Owner,Description
Planner,Tags,Actions,Assign Tags,planner.tags.assign,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Assign tags to entities
Planner,POI Management,Page,POI Page Access,planner.poi.access,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Points of Interest management
Planner,POI Management,Actions,Add POI,planner.poi.add,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Add new POI
Planner,POI Management,Actions,Edit POI,planner.poi.edit,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Edit POI details
Planner,POI Management,Actions,Import POI,planner.poi.import,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Bulk import POIs
Planner,Signals,Page,Signals Page Access,planner.signals.access,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Mobile signals data page
Planner,Signals,Actions,Create Signal,planner.signals.create,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Platform,Create signal query
Planner,Profile,Page,Profile Page Access,planner.profile.access,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,User profile page
Planner,Profile,Features,Edit Profile,planner.profile.edit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Edit personal details
Planner,Profile,Features,Change Password,planner.profile.password,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Change password
Planner,Profile,Features,Notification Settings,planner.profile.notifications,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Email/push notification prefs
Planner,Reports,Page,Reports Access,planner.reports.access,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Campaign performance reports
Planner,Reports,Features,Campaign Reports,planner.reports.campaign,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Individual campaign reports
Planner,Reports,Features,Performance Analytics,planner.reports.analytics,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Cross-campaign analytics
Planner,Reports,Features,Export Reports,planner.reports.export,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Export to CSV/PDF
Planner,Settings,Page,Settings Access,planner.settings.access,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Organization settings
Planner,Settings,Features,User Management,planner.settings.users,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Manage org users
Planner,Settings,Features,Role Management,planner.settings.roles,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Custom role definitions
Planner,Settings,Features,Integration Settings,planner.settings.integrations,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Third-party integrations
Planner,Settings,Features,Branding Settings,planner.settings.branding,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,White-label customization
Planner,Settings,Features,Workflow Config,planner.settings.workflow,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Approval workflow config
Planner,Map View,Page,Map Page Access,planner.map.access,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Full-screen map view
Planner,Map View,Features,Draw Tools,planner.map.draw,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Draw polygons circles
Planner,Map View,Features,Layer Toggle,planner.map.layers,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Toggle map layers
Planner,Availability,Page,Availability Page Access,planner.availability.access,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Timeline availability view
Planner,Availability,Features,Timeline View,planner.availability.timeline,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Gantt-style timeline
Planner,Availability,Features,Calendar View,planner.availability.calendar,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Calendar grid view
Account Management,Companies,Listing,Company Directory,acct.companies.listing,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,List all companies
Account Management,Companies,Actions,Create Company,acct.companies.create,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Create new company/org
Account Management,Companies,Actions,Edit Company,acct.companies.edit,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Edit company details
Account Management,Companies,Actions,Activate Company,acct.companies.activate,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Activate pending company
Account Management,Companies,Actions,Deactivate Company,acct.companies.deactivate,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Deactivate company
Account Management,Relationships,Page,Relationship Manager,acct.relationships.access,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Manage company relationships
Account Management,Relationships,Actions,Create Relationship,acct.relationships.create,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Create new relationship/contract
Account Management,Relationships,Actions,Edit Relationship,acct.relationships.edit,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Edit relationship terms
Account Management,Relationships,Actions,View Own Contracts,acct.relationships.view_own,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,View contracts user is party to
Account Management,Contracts,Features,Auto-fill Templates,acct.contracts.autofill,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Contract type auto-fill
Account Management,Contracts,Features,Override Settings,acct.contracts.override,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Override auto-filled values
Account Management,Contracts,Features,Attach Documents,acct.contracts.attachments,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Upload contract PDFs
Account Management,Users,Listing,User Directory,acct.users.listing,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,List users in organization
Account Management,Users,Actions,Invite User,acct.users.invite,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Send user invite
Account Management,Users,Actions,Edit User,acct.users.edit,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Edit user details
Account Management,Users,Actions,Deactivate User,acct.users.deactivate,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Deactivate user
Account Management,Users,Actions,Reset Password,acct.users.reset_password,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Force password reset
Account Management,Roles,Page,Role Manager,acct.roles.access,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Manage custom roles
Account Management,Roles,Actions,Create Role,acct.roles.create,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Create custom role
Account Management,Roles,Actions,Edit Role,acct.roles.edit,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Edit role permissions
Account Management,Roles,Actions,Delete Role,acct.roles.delete,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,Platform,Delete custom role
Account Management,Feature Flags,Page,Feature Flag Manager,acct.feature_flags.access,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Manage feature flags
Account Management,Feature Flags,Actions,Toggle Features,acct.feature_flags.toggle,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Enable/disable features
Account Management,White Label,Page,Branding Manager,acct.whitelabel.access,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,White-label configuration
Account Management,White Label,Features,Logo Upload,acct.whitelabel.logo,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Upload custom logo
Account Management,White Label,Features,Theme Editor,acct.whitelabel.theme,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Color and font settings
Account Management,White Label,Features,Email Templates,acct.whitelabel.email,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Custom email templates
Account Management,White Label,Features,Domain Config,acct.whitelabel.domain,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Custom domain setup
Account Management,Audit,Page,Audit Console,acct.audit.access,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,View audit logs
Account Management,Audit,Features,Search Logs,acct.audit.search,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Search audit entries
Account Management,Audit,Features,Export Logs,acct.audit.export,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Export audit logs
Account Management,Audit,Features,View Own Logs,acct.audit.view_own,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,View own organization logs
Account Management,Break-glass,Page,Support Access,acct.breakglass.access,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Request elevated access
Account Management,Break-glass,Actions,Request Access,acct.breakglass.request,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Platform,Request break-glass session
Account Management,Break-glass,Actions,Approve Access,acct.breakglass.approve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Platform,Approve support access request
Account Management,Permissions,Page,Permission Simulator,acct.permissions.simulator,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Platform,Simulate user permissions
